num_articulo;descripcion1;descripcion2;id_un_med_1;id_un_med_2;status
10500806;GR. TUBOLARE MR 650 E STAMPA A;LTERNATIVA REVO MULTIROLL COD:;UN;UN;1
10901206;GIUNTO PAGUFLEX PARA ENCODER S;USAR                          ;UN;UN;1
25153762;GIUNTO PARA ENCODER COD:040200;002 TECNO ITALIA.             ;UN;UN;1
12000510;GRUPPO PULEGGIA FISSA         ;COD:300AS40332A               ;UN;UN;1
11700383;GUIA DE POLIETILENO PLANO:1700;10053;UN;UN;1
10900080;GUIA DE PVC P/POLICORD DIAM.12;MM X 2 MTS. PLANO .050110099  ;UN;UN;1
11100180;FILTRO COD 5671039 2 TABLA 42 ;FIG 6.4.3 CAT 190.04A03 MAT 35;UN;UN;1
11700721;GUIA 35X35 DE TOLVA BOCA.26MM ;PLANO 0127                    ;UN;UN;1
25900092;FILTRO ACEITE MANN W 940/1 LIN;DE:H-25                       ;UN;UN;1
10300925;FUELLE DE SMU 162 CUERO CROMO ;FLOR 1.8 MM                   ;UN;UN;1
10300404;FUELLE GUARDAPOLVO  MOLDE SFS ;45X90 S/PLANO                 ;UN;UN;1
25900619;GRASA LGWA2/18 X 18 KGS       ;                              ;KG;KG;1
25700160;EXTENCION DE 3Ô CON ENCASTRE 1;/4Ô                           ;UN;UN;1
25900060;FILTRO DE AIRE C 405158 SULLAI;R LS20                        ;UN;UN;1
12100241;GRUPO REPUESTO COMPLETO SOPORT;E ANTERIOR  N¯ 130 COD:91R9002;UN;UN;1
10900117;FILTRO BZK COD:100142 P/EQUIPO; IK42 SONCEPT 4/2 ROBATECH    ;UN;UN;1
10500072;GRUPO RACLA BASSA INTERMEDIA T;AV.26 COD:1060104001 ROTOCOLOR;UN;KI;1
10500294;GRUPPO REGISTRAZIONE LATO TAMB;URO COD:G10200018 MULTI ROLL 6;UN;KI;1
10300540;FERODO DIAM. 70x45 ESP. 4,0 MM;;UN;UN;1
11100027;GHIERA DI FISSAGGIO TAB 1 FIG ;32 SIN FIN ACMC               ;UN;UN;1
12000101;GRUPPO POS31 COD:30.407.31 BMR;;UN;KI;1
12000096;GRUPPO PRESSORE POS2 COD:FK180;02R01 ANCORA                  ;UN;KI;1
10500247;GRUPPO PROTEZ SMALTO INOX 650 ;(IL CODICE 10301118E ) COD:102;UN;KI;1
10300518;FIANCATA MOTORIZZATA X RPR (RI;BALTINO) COD 0102107 FIG.2 TAV;UN;UN;1
12000544;GRUPPO PULEGGIA FOLLE COMPLETO;COD:300AS40422 BMR            ;UN;UN;1
12000545;GRUPPO PULEGGIA FOLLE COMPLETO;COD:300AS40423L BMR 75mm      ;UN;UN;1
12000546;GRUPPO PULEGGIA FOLLE COD.3000;40535;UN;KI;1
12000776;GRUPO MANDRINO CON MOTOR      ; POS.35 COD.3000043400 BMR    ;UN;UN;1
12200237;FERODO CHICO SEGUN MUESTRA    ;;UN;UN;1
11400190;FERODO COD.LP401002-2 EQUIPO A;LVAK 3-TC                     ;UN;UN;1
12200238;FERODO CON CENTRO ESTRIADO MET;ALICO S/MUESTRA               ;UN;UN;1
11600170;FUELLE DE CUERO PLANO:16001000;7;UN;UN;1
11700212;GUIDA COD:121061D SITI        ;;UN;UN;1
11700213;GUIDA COD:121063D SITI        ;;UN;UN;1
10900679;GUIDA PER PINZA COD:122806701 ;POS:26 TAV:17 PLANO:090070052 ;UN;UN;1
12900252;JUNTA AIR VALV COD:360-093-379; MOD:S30 FIG:18 SAND PIPER    ;UN;UN;1
12900155;FILTRO COD:PE15012900 TAB:7 FI;G:17 CAT:138.08.L01 PPB130    ;UN;UN;1
12100417;GRUPO REPUESTO COMPLETO RODILL;O MOTORIZADO PARA MANDRIL CON ;UN;KI;1
12100418;GRUPO REPUESTO COMPLETO RODILL;O SUELTO PARA MANDRIL CON BAND;UN;KI;1
10300647;KIT GUARNICION PISTON ESTRATTO;RE 7.5TN.ASS. COD:05583269 SMU;UN;UN;1
12000588;LASTRA COD.14005952 ANCORA    ;;UN;UN;1
12000589;LASTRA COD.14005954 ANCORA    ;;UN;UN;1
12000590;LASTRA COD.14005956 ANCORA    ;;UN;UN;1
10154601;KIT GUARNICION COD:MTD34001059; SACMI                        ;UN;KI;1
10901097;JUNTA COD.133204500 TAV.7 POS:;18 SYNTHESIS                  ;UN;UN;1
25900474;JUNTA COD.32560701 CONTROL VAL;VE AUTOELEVADOR TAILIF        ;UN;UN;1
10900597;LEVA COD:DR0070 MARFIN        ;;UN;UN;1
10900264;LEVA COD:R11609 MARFIN        ;;UN;UN;1
11700788;KIT GUARNIZIONE P/PISTON SFS C;ODIGO.SG88V 1922              ;UN;UN;1
11700787;KIT GUARNIZIONE P7PISTON SOLLE;VAMENTO MATRICE 60x60 (DOPIO E;UN;KI;1
10300891;GUARNIZIONE PISTON 2¯ CADUTA  ;SMU 90002900 COD:5583274      ;UN;UN;1
11701313;GUIDA GP 6900500 C380 POS.10 C;OD.S3150042                   ;UN;UN;1
25000025;JUEGO FV LIVERTY 295/46 BIDET ;C/TRANS A SOPAPA CROMO COD 330;UN;KI;1
25000046;JUEGO FV MONOCOMANDO P/COCINA ;S/MESADA C/PICO EXTENSIBLE 412;UN;KI;1
25000020;JUEGO FV VERACRUZ 295/47 BIDET; C/TRANSF A SOPAPA CROMO COD 3;UN;KI;1
11700389;GUIA P/TOLVA SERIGRAFICA PLANO;:170010088                    ;UN;UN;1
11701106;KIT GUARNICION FIG.5A POS.19 P;H.4608 COMM.103007 EDIZ CAT.15;UN;KI;1
11701107;KIT GUARNICION FIG.5A POS.24 P;H.4608 COMM.103007 EDIZ CAT.15;UN;KI;1
12000286;LASTRA SCORRIMENTO LV20TB60 K0;21001009;UN;UN;1
12000288;LASTRA SCORRIMENTO LV20TB60 K0;21001010;UN;UN;1
10300712;KIT SALDATORE PER CINGHIA MOD:;ROBUSTO                       ;UN;KI;1
12900325;KIT SELLO MECANICO DURO P/BOMB;A BAL.20MA COMPLETO           ;UN;KI;1
25900573;KIT SEPARADOR DE ACEITE COD.29;06056500 ATLAS COPCO          ;UN;UN;1
10300990;KIT DI PULIZIA A SFERE        ;;UN;KI;1
11700949;EXPULSOR CARRO L-B PLANO 17001;279;UN;UN;1
11700070;EXPULSOR L=1522 COD:X00093160 ;TAV.18 FIG.098 CARRO DUAL LB C;UN;UN;1
25900334;EXTENCION COD.116329 ZORRA CRO;WN PE-320-60                  ;UN;UN;1
10300614;GRIGLIA DI OTTURATORI IN RESIN;A X TAMPONI 50X50 TIPO ECO.2  ;UN;UN;1
25000037;JUEGO DE CANILLA PARA BIDET   ;;UN;KI;1
11600079;JUEGO DE FUELLES PLANO:MR1226A;2;UN;KI;1
12000756;GUIDA TAV.77.0 COD.14004236 AN;CORA                          ;UN;UN;1
10300859;KIT GUARNIZIONI PISTONE-FLANGI;A PH1600 MATRICULA:362035     ;UN;KI;1
13000544;CILINDRO DE SILICONA MOD.LASER; ROLL 650 S-22783A1 COD.ILVA 9;UN;UN;1
13000062;CILINDRO SILICONA INCISION    ;MULTIROLL 650 N¯ 9 PLENO      ;UN;UN;1
13000063;CILINDRO DE SILICONA CON INCIS;ION NORMAL PARA MULTIROLL 650 ;UN;UN;1
10300919;BOMBA PARA CENTRALINA HIDRAULI;CA                            ;UN;UN;1
25900663;BRIDA DE ESTANQUEIZADO (RETEN);COD:06A103171A P/LINDE H-35   ;UN;UN;1
29923321;BARRA DE NYLON REDONDO 70MM X ;1000MM LARGO                  ;UN;UN;1
25900664;FILTRO ACEITE COMPRESOR       ;SULLAIR COD.250026-982        ;UN;UN;1
25673441;RUEDA POLIURETANO DIAM.200x50 ;P/ 600 KGS. COD:GM82UFS       ;UN;UN;1
10301206;TAMPONE BORDINO 60x60 K100 TEM;USAR                          ;UN;UN;1
10901234;EJE CROWN PE.4000             ;CODIGO.107157-001             ;UN;UN;1
26200003;LUSTRADOR BLEM                ;LUSTRADOR BLEM                ;UN;UN;1
26200063;LUSTRADOR LEM                 ;;UN;UN;1
26200069;LUSTRAMUEBLES SHELL EN AEROSOL;;UN;LA;1
10300967;SEPARADOR CHAPADUR 300X300X6MM;;UN;UN;1
11900248;JUNTA ANTIVIBRANTE COD.220046 ;FMS 2550/119.7=COD.21100001   ;UN;UN;1
11701339;KIT GUARNIZION PER CILINDRO   ;DE 45/28 COD.SG.88V-1923      ;UN;UN;1
25156576;PULSADOR 18mm METALICO        ;MOUSE BANCO SELECCION         ;UN;UN;1
11701335;GUARNICION COLOMNA SFS 60X60  ;POSICION.7 PLANO.61302        ;UN;UN;1
22700119;V-RING TIPO:V-85-S            ;V-RING TIPO:V-85-S            ;UN;UN;1
511000021;KREUTZONIT SUPER BLUE         ;E.T. MPE - 003 V02            ;KG;KG;1
25153297;FOTOCELULA DIELL SSR/CP-1H TIP;O:PNP SAL.NC CONECTOR M12 MM M;UN;UN;1
25154086;FUSIBLE DE VIDRIO 6.3X32MM 25A;MP                            ;UN;UN;1
25153236;FUSIBLE DE VIDRIO 6.3X32MM 2AM;P                             ;UN;UN;1
25154154;GUARDAMOTOR 3RV1011-1FA10 3.50;-5.00 AMP.SIRIUS SIEMENS      ;UN;UN;1
25155957;FICHA 380V GEWISS GW60031     ;;UN;UN;1
25155840;FICHA BANANA HEMBRA DE CHASIS ;DIAM INT 4MM DIAM.EXT8MM NEGRO;UN;UN;1
25155839;FICHA BANANA HEMBRA DE CHASIS ;DIAM INT 4MM DIAM.EXT 8MM ROJA;UN;UN;1
25153535;GUARDAMOTOR ABB 140-MN-0630 4.;0X6.30A COD.LB1050140158      ;UN;UN;1
26000006;GUANTE DE PVC ROJOS PU•O LARGO; N¯9                          ;UN;UN;1
26000113;GUANTE DE SOLDADOR PU•O LARGO ;;UN;UN;1
26000004;GUANTE DESCARTABLE PU•O LARGO ;                              ;UN;UN;1
25153084;GABINETE G 19 MODULOS ALTURA=1;000 MM (CODIGO:09005)         ;UN;UN;1
25155455;FICHA 13 PINES HEMBRA COD:7813;1019;UN;UN;1
25155456;FICHA 13 PINES MACHO COD:78130;1018;UN;UN;1
25100319;FICHA 16 AMP 220 V 3 PATAS RED;ONDAS NORMA EUROPEA.          ;UN;UN;1
10900351;EQUIPO NORDSON VISTA SERIE 310;0 TM4 TEMPERATURA 232¯C VOLTS(;UN;UN;1
25300192;ENTRE ROSCA S.2 1/4           ;;UN;UN;1
25300087;ENTREROSCA  1 1/4' BRONCE     ;;UN;UN;1
25300086;ENTREROSCA  1 1/4' GALVANIZADO;;UN;UN;1
26100592;FOLIO TAMA•O A4 EN 100 MICRONE;S CON 9 COMPARTIMIENTOS 6x9 CM;UN;UN;1
25673039;FRESA DIAM.36MM 6.HILOS ESPIGA; CILINDRICA DIAM.36MM         ;UN;UN;1
25672374;FRESA CILINDRICO FRONTAL 4 COR;TES DIAM. 10 MM               ;UN;UN;1
25672375;FRESA CILINDRICO FRONTAL 4 COR;TES DIAM. 12 MM               ;UN;UN;1
25100519;GUARDAMOTOR 3RV1031-4EA10 22-3;2 AMP. TRIF. CLASE 10 TAMA•O S;UN;UN;1
25154984;FUENTE ALIMENTACION ATX 12V 10;0-240VCA P/PC                 ;UN;UN;1
10900648;FUENTE ALIMENTACION MARCA SIEM;ENS TIPO LOGO ENTRADA 220VCA S;UN;UN;1
26000362;ESPEJO PARABOLICO DIAM.500MM C;OD.4921                       ;UN;UN;1
25154708;FOTOCELULA FMS 30-34U 10-36VDC; P/AMPLIFICADOR FAE           ;UN;UN;1
25156460;FUENTE ALIMENTACION PLC.SAIA P;CD4.N210M4 24VDC              ;UN;UN;1
25154522;FUENTE DE ALIMENTACION SWITCHI;NG MO:MO91-X/1 +12-12/+24/+5V/;UN;UN;1
22800349;"FILTRO COALESCENTE 1/2"" COD.LF";MB-1/2-H                      ;UN;UN;1
25154451;CAPUCHON PARA PLUG RJ45       ;                              ;UN;UN;1
26200028;FUENTON PVC                   ;;UN;UN;1
25154248;FUNDA ATORNILLADA CON TORNILLO; JACK P/25 PINES COD:RS-480125;UN;UN;1
25155255;FUNDA ATORNILLADA CON TORNILLO; JACK P/25 PINES COD:RS-480131;UN;UN;1
11900073;ELECTROVALVULA VG40/32/R02LD31;;UN;UN;1
22800298;GUARNICION 858 P/VALV. PNEUMAX;"DE 5 VIASx1/8"" 858/2.52.3.9.M2";UN;UN;1
25153299;FOTOCELULA DIELL SPC/AP-OE TIP;O:PNP SAL.NO CONECTOR M12 MM P;UN;UN;1
25153231;FUSIBLE DE VIDRIO 5X20MM 10AMP;;UN;UN;1
22800382;FILTRO COALESCENTE COD:LFMA-3/;4-HA                          ;UN;UN;1
10300780;GLYD-RING COD:5048188 TAV:2.1 ;FIG:30 PH 1600 MAT:335009     ;UN;UN;1
11700798;GLYD-RING COD:5048192 TAV:7 FI;G:30 CAT:159.44.116 MAT:414143;UN;UN;1
25152992;FOTOCELULA XSUNX CODIGO:EQ-24 ;TIPO:NPN SAL:NO CONECTOR:CABLE;UN;UN;1
25153533;GUARDAMOTOR ABB MS132/0.4     ;TRIPOLAR REGULA 0.25-0.4 A    ;UN;UN;1
25154738;ENCODER RAMSEY LOM70 38160-12E;N SERIE 70625                 ;UN;UN;1
10500774;ENCODER RE620C-20480-5-R-10-LD;5V 20480 IMP/GIRO COD:82200000;UN;UN;1
25155237;ENCODER SIN EJE CON GIUNTO SAL;IDA SERIAL MARCA:ELAP/LIKA COD;UN;UN;1
25153238;FUSIBLE DE VIDRIO 6.3X32MM 3AM;P                             ;UN;UN;1
25100185;GUARDAMOTOR 3VU1300-1MM00     ;;UN;UN;1
25100192;GUARDAMOTOR 3VU1300-1MP00 18-2;5 AMP                         ;UN;UN;1
25100384;GUARDAMOTOR 3VU1300-OMOO 10-16; AMP                          ;UN;UN;1
25153296;FOTOCELULA DIELL SSE/OO-1H  CO;NECTOR M12 MM METAL. EMISOR   ;UN;UN;1
11700998;GUARNIZIONI IN TORCITE PER GUI;DE                            ;UN;UN;1
11701303;GUARNIZIONI OR 144 POS.18 COD.;S3150062.1                    ;UN;UN;1
12000150;GUARNIZIONI OR 189 COD:CGUAROR;00189 ANCORA                  ;UN;UN;1
25152979;FOTOCELULA DIELL RXC/00-3A TIP;O:20-250AC 20-60DC SAL. NO/NC ;UN;UN;1
11701029;GUARNIZIONE COPERCHIO SERBATOI;O COD:203354 COMM.103007 PRENS;UN;UN;1
12300412;GUARNIZIONE COPERCHIO COD.6002;9953 RICAMBI MOTOVARIATORI SER;UN;UN;1
12300413;GUARNIZIONE COPERCHIO COD.6010;9953 RICAMBI MOTOVARIATORI SER;UN;UN;1
12100142;GUARNIZIONE DI TENUTA N¯89 COD;:CRTAS16280001 PEFILADORA TECN;UN;UN;1
25900161;FILTRO COALESCENTE CON ENTRADA;" 1/2""                         ";UN;UN;1
22800500;FILTRO COALESCENTE            ;AM150-03C-T SMC               ;UN;UN;1
25154422;FILTRO COD:168259 SITI        ;;UN;UN;1
25156327;IMAN MARCA ELOBAV TIPO.3042811;2A L-B                        ;UN;UN;1
26100369;ETIQUETA PEGASOLA ART. N¯ 3024;;UN;UN;1
26100367;ETIQUETA PEGASOLA ART. N¯ 3025;;UN;UN;1
26100368;ETIQUETA PEGASOLA ART. N¯ 3027;;UN;UN;1
25154349;FUSIBLE CILINDRICO 22X58 80AMP;gG 400V                       ;UN;UN;1
12000151;GUARNIZIONI OR 2325 COD:CGUARO;R02325 ANCORA                 ;UN;UN;1
11701308;GUARNIZIONI OR 3225 POS.4 COD.;S3150042                      ;UN;UN;1
11701304;GUARNIZIONI OR 4500 POS.19 COD;.S3150062.1                   ;UN;UN;1
12000547;INDICATORE COD.3000040232 BMR ;;UN;UN;1
12000629;SOFFIETTO COD:14001718 ANCORA ;;UN;UN;1
10500379;SOFFIETTO COD:30000301001 DEA9;3/93S                         ;UN;UN;1
12000182;SOFFIETTO COD:FK011006095 ANCO;RA                            ;UN;UN;1
11800250;TABLA:AA-1/2 POS:91 R.310.00.0;7.M1(MSF99) PERNO             ;UN;UN;1
25000225;SOPORTE PARA BACHA            ;;UN;UN;1
26400109;RUEDA COMPLETA ARMADA P/ PALA ;MECANICA CATERPILLAR 938      ;UN;UN;1
26400082;RUEDA COMPLETA TRASERA COD:WP2;0305-4-6-T P/ZORRA CROWN      ;UN;UN;1
10400281;RUOTA DENTATA DOPPIA FIG:6 POS;:46 P:148556 SITI CATALOGO:ESS;UN;UN;1
10900321;SCALANATTO COD:1510038        ;;UN;UN;1
11100240;SCAMBIATORE ARIA-ACQUA COD.ICW;37A86 P/MTC.101               ;UN;UN;1
11701039;SCAMBIATORE DI CALORE COD.1985;73 COMM.103007 PRENSA SITI.460;UN;UN;1
11800137;TABLA:1 POSICION:20 BUMPER TGV;;UN;UN;1
10300032;RACORD FEMMIN (HEMBRA) COD:051;41813 TAV.02 FIG.13 CAT.19225L;UN;UN;1
11700966;"RACORD FEMMINA 1/8"" DE ITALSTA";MPI                           ;UN;UN;1
10800099;SOPORTE COD:AORAB0032 B&T 853 ;(GRUPO CINTA)                 ;UN;UN;1
10300593;TAPA DE CORREAS PLANO:MR0202A2;;UN;UN;1
10500341;RUOTA DENTADA COD:5081420010 D;IAM.600 MM LSR/97.B           ;UN;UN;1
11900114;RUOTA CONICA COD:109961D SITI ;;UN;UN;1
10300008;SERIE ZOCCOLI MAGNETILIxSTAMPO; 34x34 3 USCITE COMPLETI DI RI;UN;KI;1
10900252;RULLI FISSI MT1 COD:111RICEST0;53;UN;UN;1
11600120;RODILLO DE RETORNO COD:3040500;197 POS.59 TAB.1 CAT.335993002;UN;UN;1
10900265;RODILLO DE TEFLON NEGRO COD:13;2900169;UN;UN;1
11700829;RUEDA UNIT NT-27 DIAM.115X13X2;2 G.GRUESO(NEGRO)             ;UN;UN;1
25900346;RESORTE COD.079791 ZORRA CROWN; PE-320-60                    ;UN;UN;1
11800391;TABLA 04 POS:33 COD:R.310.97.0;2.M1 (MS-93)                  ;UN;UN;1
11800359;TABLA.8 POS.3 MAT.(TR.2000) 11;971123 CAT.R.1329712M1 A•O.199;UN;UN;1
11800212;TABLA:08 POS:09 CASQUILLO DE T;GV                            ;UN;UN;1
11800227;TABLA:08-2/2 POSICION:10 R.132;.01.01.M1(TR2001) SOPORTE COD:;UN;UN;1
12100102;SOFFIETTO 43100007            ;POS.28 TECNEMA                ;UN;UN;1
12000615;SOFFIETTO 3000040938          ;TAV.391/B POS.22 BMR          ;UN;UN;1
12000726;SOFFIETTO COD.3000042722 BMR  ;COD. INDUSTEC 06-2520.        ;UN;UN;1
10400311;SCATOLA COD.EVA 90215901 TAV.3;786A FIG.1 MAT.381011 CAT.1465;UN;UN;1
11100150;SOPORTE COD:MTC60108022       ;;UN;UN;1
11800375;SOPORTE TR2001 TAV.15 POS.79(G;RUPO PROGRAMADOR) TECNO FERRAR;UN;UN;1
10400183;RUOTA INTERMEDIO PLANO 0400100;10;UN;UN;1
12000221;SOFFIETTO POS12 COD FK01100101;0 PLANO MR 1293A3             ;UN;UN;1
11800049;TABLA 01 POSICION 14 CODIGO:R.;350.96.01.M1 (TR4) MAT:1997118;UN;UN;1
11800140;TABLA 02 POSICION 01 CODIGO:R.;350.96.01.M1 (TR4)            ;UN;UN;1
11800050;TABLA 02 POSICION 02 CODIGO:R.;350.96.01.M1 (TR4) MAT:1997118;UN;UN;1
10900825;SOPORTE RULLI ARRESTO PILA COD;:122300231                    ;UN;UN;1
11700669;SOFFIETTO EN CUERO MARRON PARA; SMU.563                      ;UN;UN;1
10900405;RODILLO DE TRACCION PLANO:MR07;91A3 SALIDA DE SELECCION      ;UN;UN;1
10800087;RULLO COD:930940045 B&T 853 (G;R. CINTA)                     ;UN;UN;1
10901181;SEPARADOR COD.122300187 TAV.25;.0 POS.11 CPK S5              ;UN;UN;1
10900923;SOPORTE PLANO:090070064 CPK EV;ERY 120                       ;UN;UN;1
26200065;SOPORTE PLASTICO PARA DOBLE PL;ATO MICROONDAS                ;UN;UN;1
11700393;SOPORTE PLATINA PARA PRENSA GO;MA PLANO MR1212 A3            ;UN;UN;1
25900612;SEAL(RETEN CAMPANA) COD.3EB211;5130 KOMATSU                  ;UN;UN;1
10300755;SOFFIETTO IN CUOIO x SME      ;;UN;UN;1
11701224;SOFFIETTO MOLDE SUP SFS 60X60 ;DIAM APROX 1770X640MM         ;UN;UN;1
12000220;SOFFIETTO POS11 COD FK01100609;8;UN;UN;1
11800438;TABLA.15.2/2 POS.89 (TR2001) P;OLEA                          ;UN;UN;1
11800080;TABLA 02 (TAVR9) POSICION 01 C;ODIGO:R.132.97.12.M1 (TR2000) ;UN;UN;1
11800388;TABLA 02 (TAVS3) POSICION 01 C;ODIGO:R.132.97.12.M1 (TR2000) ;UN;UN;1
11800077;TABLA 02 (TAVD1) POSICION 02 C;ODIGO:R.132.97.12.M1 (TR2000) ;UN;UN;1
25000007;TAB HOLIDAY V1 85X140 PERFIL B;CO CRISTAL CHIARO COD 72568   ;UN;UN;1
11100039;SOPORTE PARTICOLARE IN TEFLON ;TAB 1 FIG 9 SIN FIN ACMC      ;UN;UN;1
25900327;SUPLEMENTO COD.060021-008 ZORR;A CROWN 60-PE-27-3            ;UN;UN;1
11700305;RUOTA COD:113538 SITI         ;;UN;UN;1
25154394;SERVOMOTOR SACMI COD:6415892 L;ANDIS 8 GXR SQM10,16561 SERIE ;UN;UN;1
11701138;TAPA COD:X00093234 TAV:10 POS:;185 MANUAL:3359950021 CARRO DU;UN;UN;1
25900437;TAPA DE CIERRE COD.000.918.46.;00 LINDE H.25                 ;UN;UN;1
25900267;TAPA DE CIERRE COD.000.918.46.;00 P/AUTOELEVADOR LINDE       ;UN;UN;1
11800126;TABLA 17 POSICION 12 CODIGO:R.;132.97.12.M1 (TR2000) PERNO CO;UN;UN;1
10300867;PUNZON ALTO 35X35 PLANO 030010;219-01                        ;UN;UN;1
10800094;SOPORTE COD:AORAB0012 B&T F111;/S (GR. FORMACION FILAS)      ;UN;UN;1
10800307;SOPORTE COD:AORAB0022 B&T 926 ;ENTREJADO                     ;UN;UN;1
11800153;TABLA 15-2/2 POSICION 88 CODIG;O:R.132.97.12.M1 (TR2000) POLE;UN;UN;1
11700090;RUOTA DENTADA COD X00090047 TA;V08 FIG037                    ;UN;UN;1
11701037;RUOTA DENTADA COD.248852 COMM.;103016 CONVOGLIATORI SITI PLAN;UN;UN;1
10400139;RUOTA COD.EVA90215001 FIG.8 TA;V.3792A CAT.14655003A MAT.3810;UN;UN;1
10400015;RESORTE COD.6350528 MR1167A3  ;;UN;UN;1
11800251;TABLA:12-2/3 POS:07 R.141.00.1;1.M1(RC) ALBERO               ;UN;UN;1
11800252;TABLA:12-2/3 POS:09 R.141.00.1;1.M1(RC) VITE PLANO:MR0900    ;UN;UN;1
10154549;TAPPO COD:MTD34001073         ;;UN;UN;1
11701295;STELO POS.2 COD.S3150062-1    ;;UN;UN;1
11700600;TOLVA AC/INOX ESP-3MM PLANO MR;-1505A1                       ;UN;UN;1
12100350;TAPETE MAQUINA ZOCALERA COD.  ;40250020;UN;UN;1
12100351;TAPETE DE GOMA PARA MAQUINA TE;520/3T COD.40250051           ;UN;UN;1
10400276;SCATOLA X MANDRINI EVA 270(DX); COD.27015903 FIG.1 TAV.14 CAT;UN;UN;1
12100332;TABLERO BLANCO CON PERCHA 1035; X 610MM                      ;UN;UN;1
12100333;TABLERO BLANCO CON PERCHA 1035; X 910MM                      ;UN;UN;1
11700436;TACO AMORTIGUADOR PLANO MR1394;A4                            ;UN;UN;1
12000316;SOPORTE COD:FK005002046       ;;UN;UN;1
10300927;PUNZON 44x44 BORDINO USA GETTA; PLANO:170040039-01           ;UN;UN;1
10301132;PUNZON 44x44 BORDINO USA GETTA; PLANO:170040039-02           ;UN;UN;1
10301133;PUNZON 44x44 BORDINO USA GETTA; PLANO:170040039-03           ;UN;UN;1
11800262;TABLA 17(TAV.G1) POSICION 2 CO;DIGO:R.132.97.12.M1 (TR2000) M;UN;UN;1
11800132;TABLA:08-1/2 POS:28 R.132.97.1;2.M1 TR2000 MANDRINO CORTO COM;UN;UN;1
11800289;TABLA:08-2/2 POS:28 R.132.97.1;2.M1 TR2000 MANDRINO LARGO COM;UN;UN;1
11800319;TABLA:08-2/2 POS:56 R.132.97.1;2.M1 MAT:11971123 TR2000 LAMIE;UN;UN;1
10500444;"SALVADITA P/POLEA 170 GOLA ""C""";COD:060011002C0               ;UN;UN;1
4,01103E+11;EMP4.10102 E.NIGHT/COGNAC     ; 27.5X34.5 P                  ;M2;CJ;1
4,01103E+11;EMP5.10102 L.GREEN/N.BLUE     ; 27.5X34.5 P                  ;M2;CJ;1
4,01103E+11;VS87/.10101U E.SILVER34.5X34.5;VS87/.10101U E.SILVER34.5X34.5;M2;CJ;1
4,01103E+11;VS88/.10101UP C.DORE34.5X34.5 ;VS88/.10101UP C.DORE34.5X34.5 ;M2;CJ;1
4,01103E+11;VS86/.10101UP B.SWAN 34.5X34.5;VS86/.10101UP B.SWAN 34.5X34.5;M2;CJ;1
10901307;PERNO ZORRA CROWN PE.4000     ;CODIGO.115518                 ;UN;UN;1
10901308;PERNO ZORRA CROWN PE.4000     ;CODIGO.115511                 ;UN;UN;1
10901309;PERNO ZORRA CROWN PE.4000     ;CODIGO.115521                 ;UN;UN;1
10901310;PERNO ZORRA CROWN PE.4000     ;CODIGO.116802                 ;UN;UN;1
25157249;EXPANSION CPM1A-40EDT1(24.ENTR;ADAS -16.SALIDAS PNP)         ;UN;UN;1
25673628;ARANDELA DE COBRE D.I 16.8    ;D.E 23.5 ESP. 1.4 mm          ;UN;UN;1
25400434;"COLLARIN DERIVACION  PVC 11/4""";"X 1/2""                        ";UN;UN;1
25700886;TALADRO VVR ENCASTRE CONICO N¯;2  DW.152 DEWALT              ;UN;UN;1
10900461;MOLLA COD:DR9601 FLEJADORA MAR;FIN                           ;UN;UN;1
26400006;CUBIERTA NEUMATICA 700 X 12   ;;UN;UN;1
10500499;GRUPO TUBOLARE CON STAMPA COD ;10201080 ALT PER RULLO PRESSOR;UN;KI;1
29923035;ELASTOMERO ROJO 3x32x8000     ;;UN;TI;1
12200048;MOTOR ABB TIPO:MU63B11-6MK1291;0 RPM:1380 VOL:380 AMP:0.9 KW:;UN;UN;1
12200008;MOTOR TIPO 56 1400 RPM 0.37 KW;BRIDA B14 220/380V            ;UN;UN;1
12200059;MOTOR ANSALDO TIPO:A1CO802CA00;0 RPM:1370 VOL:48 AMP:13 KW:0.;UN;UN;1
25672866;MONTANTE 35 X 35 X 2600       ;;UN;UN;1
10500729;POLEA FIJA 4-CANALES SECCION 5;V DIAM. 250 EJE. 60MM CON CHAV;UN;UN;1
13000370;RULLO RMZR158C3 P/SERIE P. TRA;VERTINE                       ;UN;UN;1
13000354;RULLO ROTOCOLOR CON INCISION 0;.3-45¯ DOBLE Q1996-A          ;UN;UN;1
13000355;RULLO ROTOCOLOR CON INCISION 0;.3-45¯ DOBLE Q1996-B          ;UN;UN;1
10800228;BOCCOLA COD.AORAG0015         ;TAV.2A POS.8 B&T.522/V        ;UN;UN;1
10800226;PIGNONE COD.2119-26 TAV.4 POS.;3 BYT PLANO.080010024         ;UN;UN;1
10800227;NASELLO COD.2119-23 TAV.4 POS.;7 BYT PLANO.080010287         ;UN;UN;1
12000329;POLEA DENTADA PLANO:MR1674A2  ;;UN;UN;1
10300588;POLEA DENTADA T:10 Z:19 PLANO:;MI0197A3                      ;UN;UN;1
10300587;POLEA DENTADA T:10 Z:22 PLANO:;MI0196A3                      ;UN;UN;1
13000503;RESINE (GOMMINE) 49X49        ;;UN;UN;1
13000111;RETINO 34x34 DECORACION PIETRE; ELEGANTI 027 AS              ;UN;UN;1
13000112;RETINO 45x45 DECORACION PIETRE; ELEGANTI 027 AS              ;UN;UN;1
